species	genus	family	order	class	phylum	superkingdom	barcode64	barcode57	barcode56	barcode20	barcode86	barcode80	barcode70	barcode91	barcode02	barcode35	barcode96	barcode75	barcode45	barcode87	barcode32	barcode23	barcode38	barcode53	barcode58	barcode69	barcode76	barcode16	barcode49	barcode31	barcode44	barcode21	barcode66	barcode07	barcode14	barcode89	barcode27	barcode39	barcode81	barcode10	barcode24	barcode74	barcode59	barcode73	barcode88	barcode26	barcode12	barcode04	barcode01	barcode82	barcode25	barcode60	barcode13	barcode52	barcode84	barcode43	barcode09	barcode93	barcode77	barcode78	barcode30	barcode29	barcode71	barcode72	barcode63	barcode47	barcode15	barcode79	barcode55	barcode33	barcode11	barcode54	barcode92	barcode36	barcode61	barcode65	barcode08	barcode03	barcode94	barcode41	barcode90	barcode42	barcode40	barcode48	barcode83	barcode05	barcode19	barcode34	barcode22	barcode06	barcode50	barcode17	barcode28	barcode95	barcode18	barcode85	barcode46	barcode67	barcode37	barcode51	barcode62	barcode68
Streptococcus lutetiensis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		0.0006883255831983	0.0007140021528398		0.0001910626255643			0.000630282288534	0.0003046757846424			0.0006726495300552		0.0005399346646333	0.0002103710731118	0.0003721234647013			0.0010321999400936		0.0004739471283724			0.0003945812067894			0.0004677582142834	0.0001878361773021	0.0001868423857604	0.0005160495596673	0.0002278401882415		0.000350169172104	0.0006323168153744		0.0006105478082425	0.0003969180910482	0.0005050584678073	0.0006978489296238	0.0003975299295137	0.0006358875386656				0.0008317968561722		0.0007609696776672				0.0001817322058903			0.0002593654130791			0.0004982036097356	0.0009882902071728			0.0006771451812478						0.0005563949869898		0.0004829184427849	0.0002500106909901					0.0004021202233135	0.0005855028484734			0.0002589907671609										0.0002042969760927							
Streptococcus macedonicus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		0.0003161163965375	0.0003793013088137	0.0003062885501302								0.0003047621158388		0.0002151250221326	0.0003288466496383				0.0002612796401907		0.0002191356582424										0.0001632137568989		0.0003605078105783			0.0002408293483143	0.0001549918349279		0.000254547090212	0.0002699917265778	0.0001771225690427			0.0002078676966325		0.0002219232455137								0.0001362823952564				0.0001790797668996			0.0001985227865754						0.0002987907580911		0.0002922154258074			0.0002683482039732	0.000283850524861																		0.01111687304748					
Streptococcus marmotae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		0.0002402167794814	0.0002786019485834					0.000380476591155				0.0006269186978509		0.0003128648178022	0.0004506320784681	0.0002615796796609			0.0002604916095064	0.0005205240700882	0.0001817189971678						0.0002102514745066				0.0002390306616603		0.0002460308083076	0.0006538951493058		0.0002501942213172	0.0001850150526205		0.0002434731024464	0.0004650696491594	0.000188406855299	0.0011428571428571		0.0002676388704507	0.0002162305766498	0.0002634784043834							0.0003569363255658	0.0003275195382906				0.0002726867334443			0.0007970700644046				0.0008438728265563		0.0001983545401027		0.0002024533639902			0.000257582077295			0.0004542942535575												0.0005573219079689									
Streptococcus merionis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																											0.0001945157644596																								0.0001528149483433										0.0001806384268547																																			
Streptococcus milleri	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria			0.0004116996271169	0.0002743432872133	0.0003033563397886			0.0002501752518609				0.0002140626540881				0.0002566464911894			0.0002550504308239					0.0003955010186268		0.0008789605029676					0.0002579790556288		0.000341054522622			0.0003210916037111			0.0003525198943646					0.0003046716726515							0.0001694814111819			0.0001113876685401													0.0003077631731658					0.0005333379573404																								
Streptococcus mitis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		0.0013251351523297	0.0010575406048285	0.0009324622378463	0.0005392844454301		0.0006057925542765	0.0014646679872519	0.0004161180185116			0.0016114284456398		0.001077510035998	0.0005641542734836	0.0011210661319311	0.0008063648628826		0.0012996765421377	0.0010948925112436	0.0012979049734472			0.0009464228719079		0.0008870553958874	0.0013164372771399	0.0003405809009369	0.0004163755199862	0.0011656256465786	0.000819959342036	0.0021974241910414	0.0004471117350358	0.0010358267612063	0.0008652749214554	0.0005517367515891	0.0007451959715162	0.0010862326629812	0.001003497362737	0.0009523288588589	0.000797452846414			0.0004047465251622	0.000887638627407	0.0008602617452133	0.0019649251914075				0.0006246033957972		0.0001437366396477	0.0003277951528477			0.001063048520473	0.0010394396735186	0.0002900116612009		0.0013256998118722		0.001657739629492		0.0008805007476223	0.0003050268906152	0.0008361789098203		0.0004976081326226		0.0009044625650231	0.0007754447956497	0.0003054945521069	0.0015560471485584	0.0010494147688279	0.0009162355602162	0.0019220488584126		0.0002169492908357					0.0002414204704899			0.0016534920759294									
Streptococcus oralis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																																		0.0003668336961216																			0.0002998724818422	0.0001185769047837							0.0001641275279902																																			
Streptococcus parasanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria			0.0002860071743778	0.0003765284333428										0.0004452684407446							0.0001708709705491										0.000446331582407			0.0007279639372913		0.000753238206601	0.0001670529169346			0.0008683988200899	0.0002194574970864				0.0002689284966516								0.0003346017807686	0.0003053499264268							0.0003332700157047				0.0008535173002678		0.0001666318833982				0.0004813849116				0.0007323958000189																					
Streptococcus parauberis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																					0.0002270493543869																			0.0001977421931175											0.0003005640622328																0.0001854054211681																													
Streptococcus pasteurianus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		0.0202309922904262	0.0228824056239772	0.0147005224705862	0.0070777809031106		0.0044997674817742	0.0330701185340869	0.0035403430963565	0.0022019778150488		0.0317852119129965		0.0184267407423825	0.0059405843788719	0.010201641673751	0.0080792664018576		0.0183120662769989	0.0133550063866526	0.0166446858597944	0.0083587023707621	0.017660668122957	0.01432803901355	0.0197949810775934	0.0176920602889979	0.0164421854988151	0.0036898507927818	0.0034078480282966	0.0201968302930517	0.0325648114754025	0.0156234486101287	0.0076523821132862	0.0078749159444002	0.0074170654752944	0.0187746839488072	0.0072575036996337	0.0306498674297357	0.0290498058964159	0.0185895577334228	0.0119674949539474			0.0041559235892709	0.0186784608618477	0.0086523446043972	0.0189701547568401		0.0007551060768982	0.0024040917276552	0.0084148860263223	0.0004697783214285	0.0006152044811328	0.004938838701636	0.0005300694633042		0.0150697341214893	0.0293556722136335	0.0024595378555488	0.0063829761104582	0.0115615264425702	0.0032250062017013	0.012561166365948		0.01130081693678	0.0018145083281868	0.0090430072227122	0.0003358588379088	0.006967790941559	0.0013456026902589	0.0204831329480448	0.0074834284350807	0.0045571482518851	0.0231187125655579	0.0218436614164763	0.0239891402004092	0.0140791741733786		0.0017833663148145	0.0005392994136633	0.003166608915081	0.0030271694779071	0.0046851691370529	0.0014812215273109	0.0073795971044243		0.0251242437014372		0.0017099597989288			0.0002332484904766			0.0012028124811672	0.0011334973417853
Streptococcus periodonticum	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria				0.0002591063066542				0.0002510873379727											0.000308242759895								0.0002757505126292							0.0002566402976473											0.0001622506052697													0.0002360965301655			0.0001708998526636				0.000503276951916										0.0003254720258625										0.0014970059880239											
Streptococcus plurextorum	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																																									0.0003265741929785																				0.000291902255082																																			
Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		0.0011962993118687	0.0009888079573525	0.0013046418747981	0.0006363468599986		0.0005323878298158	0.00154765737077	0.0003386892879168			0.0015066707968184		0.0008312550946002	0.0010968032886294	0.0012058986599472	0.0011418244421546		0.0016639077152242	0.0013447797561301	0.0013297389300134			0.0012191894291913		0.0017379701393622	0.0011925075528615	0.0006558523272783	0.0006238893344045	0.0010579958565101	0.0010120136213968		0.0006472062636668	0.0013908816979377	0.0010652280259889	0.0008877503638991	0.0007119635611803	0.0006777856620403	0.0006808377256158	0.0013983435325396	0.0009724183062912			0.0005069515493628	0.0012136765659869	0.0010527332588234	0.0016094320706823			0.0009867664845919	0.0008759433786614		0.0003269120447834	0.0007769480642293			0.0011441890193376	0.0013554621500384	0.0004563140312006		0.0015431519800769		0.0018821318891873		0.0014795770075666	0.0002872483650586	0.0009149947957702		0.0013682129028713		0.0012023316773485	0.0007724889773442	0.0003481387058937	0.0008898513889859	0.0015975494617373	0.0009841515050468	0.0016898725034289		0.0002194558259501					0.0002709361730537			0.0017993049865058		0.0003434452341093							
Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		0.0081591687739771	0.0070062528866209	0.0062555999892993	0.0048225558847057		0.0033650127522113	0.0084469214094719	0.0020949050978054	0.00199412425154		0.0077645943479682		0.00728973758721	0.0034066404559121	0.0048054932562556	0.0045891663756881		0.0075643482562532	0.0081139314599225	0.008276343231294	0.0111785891030449	0.0108220337210352	0.0081863445756138	0.0094788565447036	0.0077152380877177	0.0068672037501604	0.0022613222736689	0.0019048419102335	0.0075532185787641	0.0069357573020071	0.0072240151272156	0.004005965002069	0.0050898263999832	0.0044205196138802	0.0098108587009179	0.0042626252111457	0.0104058605070819	0.008805092342499	0.0074289358948988	0.0066320102043267			0.0025529428404467	0.0073229271403136	0.0045398089798397	0.0060871620587989	0.0166666666666666	0.000824397026839	0.0019688254367478	0.0051527577624972	0.0004466426745903	0.0007558131524482	0.0032811390670514			0.0071945126736414	0.0096160345182407	0.001842688113612		0.0070085335405402		0.006957224239341		0.0057236580020955	0.0012212420665996	0.0051446765944079	0.0003298427363566	0.0039668553407221	0.0010280195472427	0.0075298596118175	0.0043709443424531	0.0022141940255788	0.0099382974029234	0.0093999813256836	0.0090560297461092	0.0073707787072417		0.0010424484768062	0.0005109688540494	0.0026063415503757	0.002313606214349	0.003756821919488	0.0011261567939549	0.0023991113599846		0.0086784957640388		0.0012546384541032			0.0002137920567231			0.0010952190118961	0.0007794010089506
Streptococcus ratti	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																																																													0.0001498904377082												0.0004717072031874																							
Streptococcus respiraculi	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria					0.0002065141264127																										0.0001626348547505			0.0005381652332277					0.0002384968571587														0.0002155813589359	0.0001657346505378							0.000391775875598				0.000363007556419																															
Streptococcus ruminantium	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		0.0005402500889678	0.0004843287673566	0.0003497358046303				0.0005386544414589				0.0003722800607768		0.0005848338635359	0.0002771494262693				0.0009506007310379	0.0003647153197611	0.0004728558674481						0.0002530624027892			0.0006891505367002	0.0002334249790185		0.0002157171613571			0.0005561029078025	0.0002138087314918	0.0005082042491463	0.0007075237057954	0.0005049946011144	0.0003650731961285				0.0007716022983505	0.0002696881691965					0.0003146146171319			0.0001419158938669			0.0006730862226333	0.000778713450995			0.0003134925776694						0.0004238413585625		0.0003056561203692		0.0006395300331842				0.0004416045833494												0.0005761872435619									
Streptococcus saliviloxodontae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																																																													0.0001706651380811																																			
Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		0.0041526019127756	0.0042347217536083	0.0033807320439236	0.0015353718434949		0.0010837088554544	0.0060689932277884	0.0006023331644463			0.0067813085835585		0.0041232239056391	0.0011641837608164	0.0019315309365417	0.0016321296883271		0.0045473746294909	0.003027404438901	0.0042440311670874			0.0033821661075751	0.004687752053624	0.0043959223236124	0.0037747355819582	0.0007352980743259	0.0004991663667189	0.0034858377442905	0.0049145151109516	0.0025226835607164	0.0016527936510228	0.0030576086961618	0.0015552921586056	0.0039431094534483	0.0013492064553353	0.0050082664930777	0.0045529300989813	0.0035931457044868	0.0024780666593884			0.0008887167146229	0.0035216327563525	0.0022785315289056	0.0031986329416499		0.0002388196452046		0.0012229714620075		0.0001858652317843	0.0012551189022254			0.0025565617121633	0.0046814789250912	0.0005342499971469		0.0031838910655216		0.0032111782722299		0.0024410534972752	0.0004422491175567	0.0016699660084326		0.0015859485659859		0.0029321401554152	0.0016709956298715	0.000863118327594	0.0051535089402463	0.0061484263090584	0.004851556284263	0.0023553853008805		0.0003141686041754				0.0012759817190249	0.0002888699683533			0.004923981648994		0.0003429726856519							
Streptococcus sinensis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria												0.000193219927453		0.0003656721064339					0.0002071007004011		0.000289927877348										0.0003948589853595			0.0004883089281867		0.0004964568256024			0.0001798046100867	0.0002726177207993	0.000271434787589										0.0001829446979259		0.0001881321330778	0.000143038371713				0.0002164518934588			0.0002651876291928				0.0009672194210871										0.0006939124309074																					
Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																																																																																					0.0014970059880239											
Streptococcus sp. A12	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		0.0024432583402464	0.0040986405229713	0.0018301093778392	0.0016816826596567		0.0020978243110027	0.0019133787166346	0.0007768422690511	0.0014438200682301		0.0025445649548593		0.002975405546807	0.0016284828562519	0.0028588074117965	0.0025033816255123		0.0011595048217751	0.0023171040062122	0.0019138597751089		0.0125406047820815	0.0016750091706924		0.0017976808037637	0.004038803189068	0.0008088787592776	0.0014123980871582	0.0018523399568917	0.0029729064157026	0.0025987362206269	0.0023354255231908	0.0029463757872278	0.002775104371399	0.0020196718251823	0.0010930690135929	0.0028952666130813	0.0025369798365024	0.0025626204207368	0.0016930037606747			0.0008075508296076	0.0020515646853179	0.0014285539323599	0.0039722798467037		0.0006645546895412	0.0012265274544329	0.0012263947707192		0.0009190204947871	0.0014640649411228			0.0014413840006803	0.0020480610560485	0.0008421223611908		0.0016086241058816		0.0026024115331279		0.0024769986157198	0.0013270941205971	0.0007813906467206	0.0003665179658211	0.0015362416494201	0.0009373386207391	0.002822875096664	0.0033307199525452	0.0004598758812305	0.0046739880844017	0.0024596985760196	0.0017756172615504	0.0042021580863145		0.0004740766038354	0.0005233804482772	0.0015896289248895	0.0018305396799959	0.0034340560103042	0.0008777202241567	0.0038410053723258		0.0019408429299467		0.0003246650058061						0.0010064953498572	0.0008700552174109
Streptococcus sp. FDAARGOS_192	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																																																																																					0.001768517630843											
Streptococcus sp. FDAARGOS_520	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																																	0.0001339598232317																																																															
Streptococcus sp. I-G2	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		0.0011661667295575	0.0014388318167545	0.0004471832053776				0.0011955331105644	0.0003151276779409			0.0013759896312608		0.002784073565978	0.0005159505282698	0.0007552357592435	0.000816762713721		0.0014607152001504	0.0003966223885889	0.0008063644751598			0.0006537438333328			0.0005419396941217		0.0002619322601137	0.0015612830549912	0.0011636979941071		0.0004850760082275	0.0029463754529684	0.0005007301110348	0.000985110376303	0.0001917109937916	0.0011059077779755	0.0015916716427335	0.0013730947132282	0.0002445566620894			0.0002123717701167	0.0010604543152031	0.000441457396283	0.0012003559878248				0.0003359195864654		0.0007170402270347	0.0007399881240533			0.0010427489718044	0.0009373604246552	0.000377247313238		0.00178328771805		0.000421778715873		0.0023204639932476		0.0004116244524166		0.0003613856879922		0.0009084512006129	0.0006017843322781	0.0004627402393847	0.0016919342616411	0.0022295354958704	0.0007227093042729							0.0009618706061909	0.0005300434577766	0.0019145643693274		0.0010081428366572									
Streptococcus sp. I-P16	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		0.0011182081100561	0.0007520327356984		0.0002599591146726			0.0004994354728945	0.0002105199352724			0.0005168803134999		0.0017452974385006	0.0003192950839756	0.0006585047986987			0.0007340202517723		0.0003329485404624						0.0002492613687957			0.0006947823867556	0.0010257602083338		0.0002050018823207	0.0028521513219398			0.0003849483660208	0.000457245914314	0.0008456578642657	0.0006230943482491				0.000277646990378	0.0004508708066753								0.0009548053739339	0.0006390719163825			0.0004100014411926	0.0004219670872838			0.0016605550045136				0.0015834921653432		0.0002380628523252		0.0002936023190272		0.0003668354797586	0.0003452957513288	0.0003011851585141	0.0010507252704671	0.0032562168952064				0.0001575832071381					0.000256034676584			0.0010899142211532									
Streptococcus sp. LPB0220	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		0.0008912190902547	0.0005351071941442	0.0006408552712265	0.0002742199837681		0.0003947475357587	0.000755207154727	0.0002383490249514			0.0006882121915072		0.0011676701911064	0.0004211842773622	0.0005874829203885			0.0007147725250973	0.0007301657970874	0.0007263493551879			0.0003697514776608			0.0005662278557321		0.0003209499999535	0.0010787887771283	0.000707630234857		0.0004526724328508	0.0013777301849347	0.0005769038610922	0.0006964780934604	0.0006257456708581	0.0006544921796598	0.0007047596228197	0.0006169777837608	0.0004869385532191				0.0008089365650797	0.0003478151194598			0.0001701150289553		0.0006127704383498		0.0003617460425314	0.0006307300662046			0.0009421751853706	0.0007152379629951	0.0002819752923269		0.0009354475814522		0.0004526100471957		0.0006814383601324		0.000653632146829		0.0005008467042979		0.0006765029322888	0.0005265648306896	0.0004774268995643		0.0011282141399878	0.001014155619049								0.0003193058291201			0.0006143977694766									
Streptococcus suis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		0.0051145727047445	0.0058145851119288	0.0040315619420501	0.0041670933697613		0.0025653590298502	0.0059902260832862	0.0021589081999222	0.0019349958391547		0.0062960994009055		0.0078896381395727	0.0034075690218166	0.0047820126568491	0.0043804295305942		0.00811449940568	0.0047174559436316	0.005524332527503	0.0091870040578138	0.0096200223567832	0.0041200732161157	0.0068208679729186	0.0063105499062711	0.0069924542096001	0.0015154492610098	0.001815718060358	0.0061358554216842	0.0064714352107346	0.0059919282556368	0.0029996812680412	0.0092864582807869	0.0033198441367684	0.0061576251931874	0.0028945203094342	0.004528653137632	0.0052244941983277	0.0072231747331817	0.0045860954281037			0.002254412109311	0.0052443492616206	0.0033914182864763	0.0069601505500722		0.0008042181840217		0.0035197867853693	0.0003125204803009	0.0042777010689719	0.0046746243892499	0.0005709262797879		0.0052112795979343	0.0064004496281742	0.0024881176994321		0.0113832517350104		0.0048724055123685		0.0110368329938764	0.0016648707474542	0.0035357674652048		0.0043595754922277	0.0006059350665738	0.0045076086365524	0.0039356183788291	0.002935997748512	0.0062483177449047	0.0133353857523443	0.0046987353072159	0.0047919963984871		0.0009911384259275	0.0008860180681729	0.0014777662033863	0.0018403379234478	0.0054701048622391	0.0018787467168909	0.0072381629127538		0.0068513970697952		0.0009410545394523			0.0002463824241442			0.0011029693426966	0.000857403835574
Streptococcus tangierensis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																					0.0002025895509587						0.0002262682459057				0.0002232253374553																																																						0.0014970059880618											
Streptococcus thermophilus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria				0.0003806683734266	0.0004840818138673			0.000335969392811	0.0001403978754605			0.0003640065639166			0.0002060860193646	0.0002522792640358			0.0003765418965123	0.0003973054024885						0.0006485249521721	0.000493318527292				0.0001916358801176		0.0003887414253904	0.0002567760143797			0.0002789183712203				0.0002602654163082			0.0002453300652568	0.000149273008944	0.0003561409487988					0.0004917566186435			0.0002386954638992				0.000276261661007			0.0003813417294493					0.0002262197289953	0.0001886430223474		0.0002473164046241			0.0005466570320183	0.000307470753672		0.0002749970600728				0.0001808453322457																	
Streptococcus uberis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		0.0005799530040167	0.0007426692899074	0.0004081003616731	0.0010036869420296			0.000469285395902	0.00021342048405			0.0004387270733675		0.0008190585746443		0.0003847350604733					0.0016022422905399			0.001399428971323		0.0007138834644196	0.0002543050627299	0.0002286992702883		0.0003332730316247	0.0007224974571339		0.0003549326022408	0.0005972876298213		0.0006833948952608		0.0006305871776259	0.00104386667355	0.0005005138765196	0.0002179891077678			0.0003614591415569	0.0005890401853691				0.0001909678475434		0.0002659183508189		0.0001063582211132	0.0002596555824315				0.0003470959920829	0.0001804066090343		0.0002712605893197		0.0004690791770717		0.0004269182729442	0.0002496511942323	0.0003741379258966		0.0001775715971706		0.0008236350833758	0.0004220430548876			0.0010036722006352	0.000788806145			0.0001585323051155				0.0007784366071834													
Streptococcus urinalis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		0.0010142025991113	0.0007646094865928	0.0012064957955235	0.0005633087627256		0.0009216881533792	0.0011968264337309	0.0001689235638478			0.0014427048374183		0.0010873571791175	0.0005593278799933	0.0006870164001933	0.0014952256063286		0.0014189019539669	0.0010794222770397	0.0022223764749133			0.0021966253845428		0.0014229995041683	0.0009325808072404	0.0004263695475732	0.0003110064962899	0.0012092617488804	0.0013151437249886	0.0010357199260477	0.0006972973563622	0.0006077790676093	0.0006449936649617	0.0018477696109983	0.0005323445835494	0.0010763286061097	0.0012114454401474	0.0018164987812663	0.0019714881082878			0.0002683200329177	0.0012650172078591	0.0006006805152776	0.0011560293928774		0.0001783020471991		0.0008420509044048			0.0004867733885029			0.0009831312231202	0.0011071612980853	0.0003757904175815		0.0008687325636252		0.0012504753153204		0.0010566166265674	0.0002267572635982	0.0008189988837114		0.0008815010615537	0.0002532316702273	0.0015790713135251	0.0007481652209175	0.0002470786255684	0.0010693651840886	0.0017099710945451	0.0011255035628292	0.0011723225521984		0.0001596101811268					0.0002053551211105			0.0014813733885726									
Streptococcus ursoris	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		0.0002033686484944						0.0003534516043124				0.0007578729437832		0.0008830443733593	0.0004461189150616	0.0002605381503381			0.0005268869658936		0.0001864677726476									0.0006769710576846	0.000631274555254			0.0009127365023357		0.0006558232423455		0.000370957322559	0.0004060858371595	0.0005104046739211	0.0002277641865082				0.0006497171235253	0.0004543052858117								0.0003174296536944			0.0006426424987691	0.0005892870860921		0.002127659574468	0.0013465988378889						0.0005828397165794		0.0002674803960318				0.0023865446268342		0.0015023464352849																					
Streptococcus viridans	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		0.0004770985189092	0.0006847332590389	0.0003514861210983	0.000311131654473			0.0004471822816801				0.0006219871860617		0.0007849095799924	0.0003406109999702				0.0005022949572141	0.0005072459490642	0.0001762143823168						0.0003834418081115		0.0003164034167759	0.0006224494839939	0.0010716832267684		0.0004128095940454	0.0005779621402518		0.0004630475113156	0.0002464832053496	0.0008602646840059	0.0006021657018053	0.0004033764787979	0.0004400325184124			0.000257508721091	0.0005538721043162						0.0002474439992948		0.0002736837589419	0.0003112328717357				0.0006977878430951	0.0002742942382121		0.0005542639646971		0.0007227155487341				0.0002599342087501		0.0004761715555698		0.0005055781984376		0.0004430922694103		0.0006192164694106									0.0003654271258405			0.0009610300527217									
Subdoligranulum variabile	Subdoligranulum	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																																													0.0001587325748539																																																			
Succinivibrio dextrinosolvens	Succinivibrio	Succinivibrionaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria	Bacteria			0.0003615410688057																											0.000501429071735	0.0011529079098469					0.0014859230248398				0.0002724647158193	0.0002332944406183				0.0008564420939981						0.0002754164885713							0.0003633311253027																	0.0002065902282822																					
Sulfuritalea hydrogenivorans	Sulfuritalea	Sterolibacteriaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria																																																																0.0011111114088564																																
Sulfurivermis fontis	Sulfurivermis	Thioalkalispiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria											0.0679611650485436																																																																			0.0238095238095238								0.0064724919093851		0.0248226950354609								
Sutterella massiliensis	Sutterella	Sutterellaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria			0.000293735493569																										0.0004149721968628											0.0003269576589831										0.0011456940996753										0.002127659574468																																				
Synechococcus sp. PCC 7502	Synechococcus	Synechococcaceae	Synechococcales		Cyanobacteria	Bacteria																																																														0.0037211610022326																																		
Syntrophococcus sucromutans	Syntrophococcus	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria		0.0001705554159873	0.0003053046263218				0.0002558600668179	0.0005062520099108				0.000204851053548		0.0003942708202737	0.0021788273535858	0.0003766542165258			0.0002565086925921	0.000415349586455	0.0005745506122146			0.0004311699553814					0.0002471165822492					0.0002772373178608		0.0012752481409362	0.0004101626362259	0.000413787255543	0.0002177372556634	0.0002914393465114	0.0008817310500792	0.0011428571430111			0.0002179887228765	0.0009225804989856			0.0004257066452594		0.0002621551799706		0.0003257023373969	0.000522202382239				0.0002085048973459	0.0024198557518876	0.0021276595744684	0.0004814598884237		0.0007167353166262	0.0013324759680546			0.0005031411861444		0.0016297085637746		0.0004403193684036		0.0007284648472637	0.0012815880900839	0.0002365435830808	0.0008287200611602											0.001254929363071					0.0001497443466178			0.0009935709093021	0.0002344500874574
Tannerella forsythia	Tannerella	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria			0.000395638980587				0.0007748560620502					0.0002547967835989			0.0005040248017244	0.0006220169141072													0.0007737751735985		0.0002465257786836		0.0002385753091036	0.0003376639223425	0.00050222952381		0.0007452700946601			0.000349569695175	0.0002603570702932			0.0005059458217496	0.0003926618715461	0.000293066838555							0.0003058870659577		0.0008000691645758				0.0002316618858695		0.0002296825506515							0.000358302292801	0.0002677536261683	0.0003097184491766										0.0008598358732879				0.0002092115350635					0.000642696832458							
Tepidibaculum saccharolyticum	Tepidibaculum	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		0.0001757263012148	0.0002537605326319						0.0002289527465982			0.0003416049103289			0.0003361502426509	0.0003675023093751											0.0001473669339932	0.0003937443835769	0.0003182562326972	0.0003261964880484							0.0003044965756005		0.0001657307777605	0.0002025866945713					0.0006287913028078	0.0002446887936202						0.0001812858260696		0.0002046102210248				0.0003482630469851	0.0003318271588139								0.0002144880648189		0.0003671567451297	0.0004917167274779		0.0002019724926641							0.0003487564542869	0.0002999381244009				0.000289661309162								0.0001687622926355			0.0004500631512	0.000347944188639
Terrisporobacter glycolicus	Terrisporobacter	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		0.0006331697103532	0.0006686528020359	0.000300468362108	0.0014102074014038		0.0003778558938716	0.0005243284745066	0.0010262849498187	0.0017956556341162		0.0004092616894782		0.0010234446106019	0.0002098882497316	0.0007584171657659				0.0003501486934617	0.0013024835593342			0.0014332200726591	0.0033418911362173		0.0001668737470055	0.0004045693097108	0.0001471752463568		0.0002543722866061	0.0009418868410083	0.0004449183722833	0.0002537991182978	0.0008150115997345	0.0005481602555424	0.0001744939161741	0.0004196613366883	0.0009169924884743	0.0003203665429153	0.0002661843530655			0.0005960484491594	0.0005590876795911				0.000757684748409		0.0001349646743036		0.0007321792511125	0.000845886604924				0.0002006208844001	0.0010788384763068		0.0003740277157916		0.0008537180303006		0.0010894509116842	0.0008852947566447	0.0002990530366933		0.0003032768781619	0.000616725249671	0.0007135287061806	0.000564566234801			0.0008102676704348	0.0009843380856216			0.0007309645485822	0.0003041154447667	0.0015515163383886		0.0011375384902792	0.0002535763667082					0.0002497518720758			0.0003820063906185			0.0008592552382633	0.0007059168258464
